Ordem_Sorteio,Marca,Modelo,Ano,Cor,Nota_Confianca_Marca,Nota_Confianca_Modelo,Nota_Aparencia,Perfil_Rodagem,Quilometragem_Estimada,Dias_para_Venda
4302,Toyota,Corolla,2016,Preto,5.0,5.0,3.72,Super Alto,239519,33
4303,Fiat,Uno,2012,Branco,3.6,4.3,3.82,Normal,162242,25
4304,Volkswagen,Gol,2022,Branco,4.0,4.4,4.95,Normal,43997,8
4305,Fiat,Strada,2025,Cinza,3.6,4.4,4.98,Normal,5827,21
4306,Renault,Sandero,2016,Prata,3.2,2.6,3.98,Pouco Rodado,77311,23
4307,Fiat,Argo,2020,Branco,3.6,3.4,4.86,Pouco Rodado,43286,10
4308,Chevrolet,Celta,2013,Preto,4.3,4.2,4.47,Super Alto,324905,33
4309,Ford,Ka,2018,Preto,2.8,3.8,4.39,Normal,90399,21
4310,Volkswagen,Polo,2025,Prata,4.0,2.8,4.87,Pouco Rodado,3246,6
4311,Fiat,Uno,2019,Branco,3.6,4.3,4.62,Alto,120132,36
4312,Fiat,Strada,2019,Cinza,3.6,4.4,4.13,Normal,72624,5
4313,Renault,Sandero,2021,Branco,3.2,2.6,4.93,Super Alto,111512,32
4314,Hyundai,HB20,2017,Verde,4.5,4.5,4.57,Alto,147250,29
4315,Chevrolet,Onix,2017,Cinza,4.3,4.2,4.39,Normal,99156,5
4316,Toyota,Corolla,2025,Cinza,5.0,5.0,4.87,Normal,1024,10
4317,Ford,Ka,2019,Prata,2.8,3.8,4.73,Alto,116090,27
4318,Chevrolet,Onix,2020,Prata,4.3,4.2,4.66,Normal,66008,12
4319,Ford,Ka,2015,Preto,2.8,3.8,4.92,Alto,195163,39
4320,Volkswagen,Saveiro,2014,Preto,4.0,4.0,3.96,Normal,133566,23
4321,Ford,Ka,2015,Branco,2.8,3.8,4.3,Pouco Rodado,86281,16
4322,Renault,Duster,2012,Prata,3.2,3.2,4.2,Normal,164217,26
4323,Honda,HR-V,2019,Preto,4.8,3.9,4.92,Normal,83442,12
4324,Toyota,Corolla Cross,2022,Preto,5.0,4.7,4.71,Normal,40603,9
4325,Chevrolet,Onix,2021,Branco,4.3,4.2,4.54,Normal,56809,22
4326,Honda,Civic,2015,Cinza,4.8,4.8,4.63,Normal,125228,27
4327,Hyundai,Creta,2018,Prata,4.5,3.6,4.79,Super Alto,193176,34
4328,Hyundai,HB20,2019,Prata,4.5,4.5,4.63,Normal,83803,21
4329,Hyundai,HB20,2015,Cinza,4.5,4.5,3.39,Normal,125496,14
4330,Volkswagen,Fox,2016,Vermelho,4.0,4.1,4.9,Super Alto,241626,54
4331,Fiat,Uno,2017,Cinza,3.6,4.3,4.38,Super Alto,224556,47
4332,Volkswagen,Gol,2015,Preto,4.0,4.4,3.16,Alto,191579,48
4333,Fiat,Strada,2017,Vermelho,3.6,4.4,4.86,Pouco Rodado,64352,13
4334,Chevrolet,Celta,2011,Preto,4.3,4.2,4.84,Alto,261827,37
4335,Hyundai,HB20,2018,Prata,4.5,4.5,4.92,Pouco Rodado,61855,5
4336,Volkswagen,Gol,2010,Prata,4.0,4.4,4.96,Normal,190476,21
4337,Ford,Fiesta,2018,Branco,2.8,2.0,4.96,Alto,130485,37
4338,Toyota,Corolla,2020,Verde,5.0,5.0,4.83,Normal,63951,22
4339,Fiat,Strada,2016,Azul,3.6,4.4,4.43,Pouco Rodado,76926,22
4340,Chevrolet,Tracker,2023,Branco,4.3,3.0,4.75,Pouco Rodado,23381,7
4341,Honda,HR-V,2019,Cinza,4.8,3.9,4.66,Alto,116177,28
4342,Fiat,Strada,2014,Preto,3.6,4.4,3.96,Alto,209265,38
4343,Renault,Duster,2025,Branco,3.2,3.2,4.23,Normal,2170,21
4344,Renault,Duster,2017,Branco,3.2,3.2,4.95,Super Alto,202026,31
4345,Toyota,Hilux,2019,Prata,5.0,4.9,4.95,Super Alto,174004,35
4346,Fiat,Strada,2020,Branco,3.6,4.4,4.44,Alto,97500,31
4347,Jeep,Renegade,2016,Vermelho,2.5,2.4,4.75,Alto,170400,43
4348,Fiat,Strada,2025,Preto,3.6,4.4,4.74,Normal,551,9
4349,Volkswagen,Fox,2016,Branco,4.0,4.1,4.83,Normal,113860,15
4350,Toyota,Corolla,2022,Branco,5.0,5.0,4.84,Alto,61306,14
4351,Fiat,Uno,2013,Preto,3.6,4.3,3.56,Normal,146594,13
4352,Ford,Ka,2015,Branco,2.8,3.8,4.89,Alto,193073,27
4353,Chevrolet,Onix,2020,Branco,4.3,4.2,4.95,Normal,70743,20
4354,Chevrolet,Tracker,2020,Branco,4.3,3.0,4.54,Pouco Rodado,40963,16
4355,Chevrolet,Onix,2015,Prata,4.3,4.2,4.48,Super Alto,261161,31
4356,Fiat,Uno,2018,Branco,3.6,4.3,4.83,Normal,89627,7
4357,Chevrolet,Onix,2022,Preto,4.3,4.2,4.47,Normal,40812,23
4358,Volkswagen,Gol,2016,Prata,4.0,4.4,4.44,Normal,116323,8
4359,Toyota,Corolla,2017,Vermelho,5.0,5.0,4.99,Normal,104448,23
4360,Hyundai,HB20,2015,Prata,4.5,4.5,4.62,Super Alto,255173,41
4361,Renault,Sandero,2021,Preto,3.2,2.6,4.81,Pouco Rodado,34653,7
4362,Volkswagen,Polo,2022,Branco,4.0,2.8,4.95,Normal,45133,13
4363,Ford,Fiesta,2013,Preto,2.8,2.0,4.69,Super Alto,301504,42
4364,Toyota,Corolla,2016,Prata,5.0,5.0,4.16,Super Alto,246373,40
4365,Ford,Ka,2017,Preto,2.8,3.8,4.97,Normal,96132,23
4366,Ford,Ka,2015,Branco,2.8,3.8,4.61,Normal,125808,7
4367,Ford,Ka,2017,Azul,2.8,3.8,4.39,Alto,156811,41
4368,Chevrolet,Onix,2015,Preto,4.3,4.2,4.41,Normal,126351,12
4369,Volkswagen,Polo,2018,Branco,4.0,2.8,4.67,Normal,88901,22
4370,Renault,Kwid,2017,Verde,3.2,2.7,4.83,Normal,106461,30
4371,Fiat,Uno,2021,Cinza,3.6,4.3,4.82,Normal,59119,22
4372,Hyundai,HB20,2014,Branco,4.5,4.5,4.43,Alto,208873,19
4373,Fiat,Toro,2024,Prata,3.6,2.9,4.98,Alto,19941,40
4374,Toyota,Corolla,2020,Cinza,5.0,5.0,4.72,Pouco Rodado,41919,7
4375,Toyota,Hilux,2024,Cinza,5.0,4.9,4.86,Normal,12403,5
4376,Renault,Sandero,2016,Cinza,3.2,2.6,4.35,Normal,111331,26
4377,Volkswagen,Saveiro,2021,Vermelho,4.0,4.0,4.83,Pouco Rodado,38481,15
4378,Volkswagen,Gol,2015,Cinza,4.0,4.4,4.2,Alto,190560,40
4379,Ford,Ka,2013,Branco,2.8,3.8,4.04,Pouco Rodado,102735,9
4380,Chevrolet,Onix,2020,Prata,4.3,4.2,4.97,Normal,68170,5
4381,Chevrolet,Onix,2025,Branco,4.3,4.2,4.86,Alto,10175,35
4382,Toyota,Hilux,2023,Cinza,5.0,4.9,4.48,Normal,31410,12
4383,Chevrolet,Onix,2025,Branco,4.3,4.2,4.91,Super Alto,10373,35
4384,Hyundai,HB20,2018,Branco,4.5,4.5,4.74,Normal,93272,19
4385,Volkswagen,Gol,2015,Preto,4.0,4.4,4.84,Normal,130101,5
4386,Volkswagen,Gol,2015,Branco,4.0,4.4,4.22,Alto,190141,28
4387,Fiat,Argo,2023,Preto,3.6,3.4,4.87,Pouco Rodado,23152,20
4388,Volkswagen,Polo,2022,Prata,4.0,2.8,4.93,Normal,39107,14
4389,Chevrolet,Prisma/Joy Plus,2013,Prata,4.3,3.2,4.99,Alto,228274,35
4390,Volkswagen,Gol,2015,Preto,4.0,4.4,3.9,Pouco Rodado,87908,12
4391,Honda,Civic,2025,Cinza,4.8,4.8,4.88,Pouco Rodado,907,10
4392,Fiat,Toro,2019,Cinza,3.6,2.9,4.27,Super Alto,155106,31
4393,Chevrolet,Tracker,2024,Branco,4.3,3.0,4.3,Normal,18510,14
4394,Fiat,Strada,2016,Vermelho,3.6,4.4,4.9,Normal,113263,8
4395,Fiat,Uno,2019,Vermelho,3.6,4.3,4.25,Super Alto,160976,44
4396,Fiat,Strada,2018,Vermelho,3.6,4.4,3.7,Normal,85938,25
4397,Hyundai,HB20,2019,Branco,4.5,4.5,4.89,Alto,111308,28
4398,Chevrolet,Onix,2015,Prata,4.3,4.2,3.89,Normal,120225,25
4399,Hyundai,HB20,2025,Cinza,4.5,4.5,4.78,Normal,6628,17
4400,Chevrolet,Onix,2016,Preto,4.3,4.2,4.89,Normal,111300,7
4401,Toyota,Hilux,2017,Branco,5.0,4.9,3.82,Normal,98574,5
4402,Chevrolet,Prisma/Joy Plus,2019,Cinza,4.3,3.2,4.95,Alto,117638,33
4403,Volkswagen,Gol,2015,Preto,4.0,4.4,4.14,Alto,188316,33
4404,Ford,Fiesta,2010,Preto,2.8,2.0,4.24,Alto,271077,42
4405,Volkswagen,Fox,2010,Cinza,4.0,4.1,4.3,Normal,189304,17
4406,Hyundai,HB20,2021,Preto,4.5,4.5,4.61,Normal,59555,19
4407,Chevrolet,Onix,2019,Prata,4.3,4.2,4.89,Super Alto,164961,32
4408,Volkswagen,Polo,2021,Branco,4.0,2.8,4.78,Alto,87195,41
4409,Chevrolet,Onix,2016,Preto,4.3,4.2,4.91,Pouco Rodado,74215,12
4410,Chevrolet,Onix,2015,Azul,4.3,4.2,3.67,Pouco Rodado,80040,26
4411,Volkswagen,Gol,2016,Branco,4.0,4.4,4.71,Pouco Rodado,72120,7
4412,Hyundai,HB20,2018,Branco,4.5,4.5,4.81,Super Alto,191807,48
4413,Chevrolet,Onix,2021,Preto,4.3,4.2,4.91,Normal,51031,13
4414,Chevrolet,Onix,2022,Preto,4.3,4.2,4.9,Normal,47415,6
4415,Ford,Ka,2017,Prata,2.8,3.8,4.93,Normal,100010,18
4416,Fiat,Strada,2012,Azul,3.6,4.4,4.09,Normal,167237,14
4417,Volkswagen,Gol,2021,Preto,4.0,4.4,4.95,Pouco Rodado,34514,15
4418,Fiat,Strada,2023,Vermelho,3.6,4.4,4.55,Pouco Rodado,18578,29
4419,Fiat,Toro,2021,Branco,3.6,2.9,4.98,Alto,77570,44
4420,Volkswagen,T-Cross,2022,Preto,4.0,3.1,4.96,Super Alto,76630,40
4421,Chevrolet,Tracker,2014,Branco,4.3,3.0,4.71,Pouco Rodado,92402,5
4422,Volkswagen,Saveiro,2012,Prata,4.0,4.0,4.76,Normal,165240,10
4423,Toyota,Corolla Cross,2024,Prata,5.0,4.7,4.82,Pouco Rodado,12853,5
4424,Renault,Kwid,2024,Preto,3.2,2.7,4.73,Pouco Rodado,15264,23
4425,Volkswagen,Fox,2011,Branco,4.0,4.1,4.39,Alto,260532,41
4426,Chevrolet,Onix,2019,Branco,4.3,4.2,4.82,Super Alto,158971,38
4427,Chevrolet,Onix,2023,Cinza,4.3,4.2,4.44,Normal,31581,24
4428,Volkswagen,Fox,2013,Branco,4.0,4.1,4.86,Super Alto,311091,33
4429,Fiat,Mobi,2021,Branco,3.6,3.5,4.8,Pouco Rodado,39167,7
4430,Chevrolet,Celta,2012,Branco,4.3,4.2,3.6,Pouco Rodado,106317,18
4431,Renault,Sandero,2017,Cinza,3.2,2.6,4.94,Super Alto,213844,36
4432,Volkswagen,Polo,2018,Preto,4.0,2.8,4.58,Normal,94513,27
4433,Renault,Sandero,2016,Branco,3.2,2.6,4.44,Super Alto,238308,40
4434,Chevrolet,Onix,2021,Cinza,4.3,4.2,4.86,Pouco Rodado,35303,11
4435,Fiat,Argo,2022,Branco,3.6,3.4,4.95,Normal,44601,8
4436,Hyundai,HB20,2014,Branco,4.5,4.5,4.97,Normal,143124,25
4437,Fiat,Toro,2018,Preto,3.6,2.9,4.89,Super Alto,191102,40
4438,Fiat,Argo,2025,Azul,3.6,3.4,4.76,Normal,6324,20
4439,Fiat,Mobi,2016,Branco,3.6,3.5,4.74,Normal,117908,5
4440,Toyota,Hilux,2014,Prata,5.0,4.9,4.81,Alto,201104,20
4441,Fiat,Argo,2021,Preto,3.6,3.4,4.28,Alto,77282,31
4442,Ford,Fiesta,2012,Preto,2.8,2.0,4.68,Alto,246667,51
4443,Hyundai,HB20,2017,Preto,4.5,4.5,4.88,Pouco Rodado,70682,20
4444,Fiat,Argo,2022,Preto,3.6,3.4,4.66,Pouco Rodado,27127,19
4445,Chevrolet,Celta,2014,Branco,4.3,4.2,4.43,Pouco Rodado,92989,10
4446,Ford,Ka,2015,Branco,2.8,3.8,4.61,Normal,120003,21
4447,Toyota,Corolla,2021,Branco,5.0,5.0,4.96,Normal,54272,10
4448,Fiat,Uno,2018,Cinza,3.6,4.3,4.35,Pouco Rodado,63502,17
4449,Volkswagen,Polo,2021,Cinza,4.0,2.8,4.61,Normal,56892,18
4450,Toyota,Corolla Cross,2023,Prata,5.0,4.7,4.88,Pouco Rodado,20595,8
4451,Volkswagen,Gol,2020,Prata,4.0,4.4,4.91,Pouco Rodado,41852,16
4452,Chevrolet,Tracker,2023,Prata,4.3,3.0,4.99,Normal,35294,5
4453,Hyundai,HB20,2021,Cinza,4.5,4.5,4.83,Super Alto,118459,35
4454,Fiat,Strada,2015,Branco,3.6,4.4,3.95,Normal,128246,10
4455,Hyundai,HB20,2019,Vermelho,4.5,4.5,4.95,Normal,83866,27
4456,Chevrolet,Prisma/Joy Plus,2020,Prata,4.3,3.2,4.72,Normal,68676,14
4457,Hyundai,HB20,2018,Branco,4.5,4.5,4.68,Super Alto,196928,42
4458,Chevrolet,Onix,2013,Branco,4.3,4.2,4.51,Pouco Rodado,96239,5
4459,Toyota,Hilux,2019,Preto,5.0,4.9,4.79,Pouco Rodado,55644,5
4460,Volkswagen,Polo,2024,Azul,4.0,2.8,4.85,Pouco Rodado,10859,19
4461,Honda,HR-V,2016,Prata,4.8,3.9,4.42,Super Alto,244245,33
4462,Ford,Fiesta,2018,Cinza,2.8,2.0,4.33,Alto,132597,42
4463,Renault,Sandero,2017,Branco,3.2,2.6,4.94,Normal,103863,19
4464,Hyundai,HB20,2018,Preto,4.5,4.5,4.64,Normal,93944,12
4465,Fiat,Argo,2017,Prata,3.6,3.4,4.52,Normal,98024,19
4466,Renault,Kwid,2018,Marrom,3.2,2.7,4.59,Pouco Rodado,59506,14
4467,Renault,Duster,2019,Preto,3.2,3.2,4.5,Alto,120893,38
4468,Hyundai,HB20,2017,Cinza,4.5,4.5,4.97,Normal,105208,10
4469,Renault,Sandero,2016,Prata,3.2,2.6,4.64,Alto,164716,33
4470,Hyundai,Creta,2017,Azul,4.5,3.6,4.87,Alto,144861,41
4471,Fiat,Toro,2018,Prata,3.6,2.9,4.12,Normal,94644,10
4472,Chevrolet,Celta,2010,Cinza,4.3,4.2,4.51,Normal,188001,17
4473,Renault,Sandero,2010,Cinza,3.2,2.6,4.49,Pouco Rodado,126256,21
4474,Renault,Kwid,2024,Preto,3.2,2.7,4.81,Normal,13868,17
4475,Chevrolet,Tracker,2018,Cinza,4.3,3.0,4.27,Alto,128968,43
4476,Ford,Ka,2016,Branco,2.8,3.8,4.84,Super Alto,240363,47
4477,Fiat,Strada,2023,Preto,3.6,4.4,4.78,Super Alto,65998,28
4478,Toyota,Corolla,2016,Branco,5.0,5.0,4.44,Alto,172111,33
4479,Volkswagen,Saveiro,2021,Preto,4.0,4.0,4.88,Super Alto,108897,42
4480,Fiat,Uno,2021,Preto,3.6,4.3,4.97,Normal,57270,18
4481,Chevrolet,Onix,2013,Cinza,4.3,4.2,4.12,Normal,153524,12
4482,Renault,Kwid,2022,Branco,3.2,2.7,4.95,Normal,43206,16
4483,Jeep,Compass,2018,Preto,2.5,2.3,4.87,Alto,128933,38
4484,Fiat,Strada,2010,Branco,3.6,4.4,3.43,Normal,186769,19
4485,Hyundai,HB20,2023,Branco,4.5,4.5,4.85,Normal,29066,10
4486,Renault,Kwid,2020,Prata,3.2,2.7,4.82,Normal,69985,21
4487,Fiat,Mobi,2021,Cinza,3.6,3.5,4.69,Normal,50087,27
4488,Chevrolet,Onix,2015,Vermelho,4.3,4.2,4.92,Normal,129641,5
4489,Jeep,Compass,2025,Preto,2.5,2.3,4.79,Normal,3037,31
4490,Chevrolet,Tracker,2023,Branco,4.3,3.0,4.47,Normal,32613,19
4491,Volkswagen,Polo,2021,Cinza,4.0,2.8,4.82,Pouco Rodado,36869,7
4492,Jeep,Renegade,2025,Branco,2.5,2.4,4.93,Pouco Rodado,7036,17
4493,Chevrolet,Prisma/Joy Plus,2018,Branco,4.3,3.2,4.39,Pouco Rodado,56478,11
4494,Hyundai,HB20,2024,Preto,4.5,4.5,4.54,Normal,15754,19
4495,Hyundai,HB20,2016,Prata,4.5,4.5,4.99,Pouco Rodado,78014,5
4496,Volkswagen,Gol,2012,Verde,4.0,4.4,4.61,Normal,161817,28
4497,Fiat,Strada,2012,Preto,3.6,4.4,4.64,Normal,163811,10
4498,Hyundai,HB20,2014,Preto,4.5,4.5,3.71,Pouco Rodado,90305,11
4499,Toyota,Hilux,2021,Branco,5.0,4.9,4.43,Pouco Rodado,35242,5
4500,Honda,HR-V,2016,Prata,4.8,3.9,4.59,Alto,178425,41
4501,Toyota,Corolla,2019,Cinza,5.0,5.0,4.86,Normal,72632,5
4502,Toyota,Corolla,2018,Azul,5.0,5.0,4.86,Normal,88055,14
4503,Chevrolet,Onix,2025,Prata,4.3,4.2,4.93,Normal,6246,12
4504,Chevrolet,Onix,2017,Prata,4.3,4.2,3.97,Pouco Rodado,65239,16
4505,Toyota,Hilux,2024,Marrom,5.0,4.9,4.91,Pouco Rodado,8978,13
4506,Renault,Kwid,2021,Branco,3.2,2.7,4.89,Normal,51689,23
4507,Chevrolet,Onix,2020,Cinza,4.3,4.2,4.9,Pouco Rodado,46122,14
4508,Fiat,Strada,2018,Preto,3.6,4.4,5.0,Normal,93820,15
4509,Fiat,Argo,2022,Prata,3.6,3.4,4.87,Super Alto,79246,38
4510,Renault,Sandero,2010,Vermelho,3.2,2.6,4.62,Normal,188302,29
4511,Chevrolet,Onix,2015,Cinza,4.3,4.2,4.53,Pouco Rodado,87133,15
4512,Jeep,Renegade,2021,Preto,2.5,2.4,4.15,Pouco Rodado,34930,29
4513,Jeep,Compass,2017,Cinza,2.5,2.3,3.85,Normal,98846,28
4514,Chevrolet,Prisma/Joy Plus,2019,Cinza,4.3,3.2,4.54,Normal,79349,16
4515,Fiat,Uno,2010,Prata,3.6,4.3,3.83,Normal,185380,20
4516,Fiat,Strada,2016,Preto,3.6,4.4,4.19,Normal,117107,23
4517,Fiat,Strada,2016,Preto,3.6,4.4,4.76,Alto,173857,35
4518,Fiat,Mobi,2025,Branco,3.6,3.5,4.63,Normal,7012,27
4519,Hyundai,HB20,2019,Preto,4.5,4.5,4.59,Normal,83322,9
4520,Volkswagen,Saveiro,2016,Branco,4.0,4.0,3.78,Pouco Rodado,72748,7
4521,Toyota,Corolla,2017,Azul,5.0,5.0,4.25,Alto,154051,42
4522,Volkswagen,T-Cross,2023,Branco,4.0,3.1,4.81,Super Alto,60388,36
4523,Volkswagen,Saveiro,2017,Branco,4.0,4.0,4.82,Normal,96799,16
4524,Chevrolet,Onix,2017,Preto,4.3,4.2,4.15,Pouco Rodado,67939,7
4525,Chevrolet,Onix,2018,Azul,4.3,4.2,4.95,Pouco Rodado,57157,9
4526,Honda,Civic,2024,Cinza,4.8,4.8,4.88,Pouco Rodado,10662,5
4527,Toyota,Corolla,2018,Vermelho,5.0,5.0,4.62,Normal,90915,22
4528,Toyota,Corolla,2024,Vermelho,5.0,5.0,4.84,Normal,15806,15
4529,Volkswagen,Nivus,2023,Preto,4.0,3.0,4.75,Normal,28764,20
4530,Hyundai,HB20,2025,Preto,4.5,4.5,4.92,Alto,2533,36
4531,Hyundai,HB20,2024,Prata,4.5,4.5,4.95,Normal,18436,13
4532,Fiat,Argo,2025,Branco,3.6,3.4,4.94,Normal,992,20
4533,Toyota,Hilux,2017,Branco,5.0,4.9,4.88,Alto,160655,26
4534,Jeep,Renegade,2024,Preto,2.5,2.4,4.84,Super Alto,26776,39
4535,Volkswagen,Gol,2015,Marrom,4.0,4.4,3.63,Alto,196217,40
4536,Fiat,Mobi,2021,Prata,3.6,3.5,4.85,Normal,52331,25
4537,Hyundai,HB20,2021,Preto,4.5,4.5,4.93,Normal,58440,9
4538,Volkswagen,Gol,2010,Prata,4.0,4.4,4.62,Normal,187037,8
4539,Hyundai,HB20,2013,Prata,4.5,4.5,3.62,Alto,217698,39
4540,Ford,Fiesta,2014,Branco,2.8,2.0,3.93,Pouco Rodado,94130,19
4541,Chevrolet,Onix,2016,Verde,4.3,4.2,4.78,Pouco Rodado,72191,17
4542,Fiat,Uno,2018,Prata,3.6,4.3,4.79,Normal,93805,13
4543,Fiat,Argo,2023,Branco,3.6,3.4,4.81,Alto,49551,38
4544,Chevrolet,Onix,2016,Preto,4.3,4.2,4.39,Normal,115733,18
4545,Toyota,Corolla,2021,Prata,5.0,5.0,4.66,Pouco Rodado,37522,15
4546,Jeep,Renegade,2022,Cinza,2.5,2.4,4.98,Alto,68111,38
4547,Hyundai,HB20,2019,Branco,4.5,4.5,4.99,Super Alto,164791,43
4548,Jeep,Renegade,2017,Branco,2.5,2.4,4.88,Pouco Rodado,71129,21
4549,Chevrolet,Tracker,2020,Preto,4.3,3.0,4.77,Alto,95259,31
4550,Hyundai,HB20,2024,Branco,4.5,4.5,4.54,Pouco Rodado,12781,7
4551,Renault,Sandero,2010,Branco,3.2,2.6,4.54,Pouco Rodado,121276,19
4552,Fiat,Strada,2017,Branco,3.6,4.4,4.77,Pouco Rodado,68027,14
4553,Ford,Ka,2018,Branco,2.8,3.8,4.78,Pouco Rodado,62235,8
4554,Fiat,Uno,2020,Cinza,3.6,4.3,4.83,Normal,68533,8
4555,Hyundai,HB20,2023,Preto,4.5,4.5,4.98,Normal,26599,17
4556,Toyota,Corolla,2016,Prata,5.0,5.0,3.57,Alto,178897,23
4557,Chevrolet,Onix,2019,Preto,4.3,4.2,4.13,Normal,78031,9
4558,Fiat,Uno,2020,Branco,3.6,4.3,4.97,Pouco Rodado,44729,9
4559,Chevrolet,Onix,2022,Cinza,4.3,4.2,4.96,Alto,71493,27
4560,Volkswagen,T-Cross,2020,Branco,4.0,3.1,4.9,Pouco Rodado,45099,5
4561,Toyota,Corolla,2024,Branco,5.0,5.0,4.98,Alto,29584,28
4562,Fiat,Strada,2017,Branco,3.6,4.4,4.8,Normal,96630,21
4563,Hyundai,Creta,2023,Branco,4.5,3.6,4.86,Normal,25494,16
4564,Fiat,Strada,2023,Prata,3.6,4.4,4.97,Normal,35997,9
4565,Chevrolet,Prisma/Joy Plus,2018,Branco,4.3,3.2,4.92,Normal,93215,7
4566,Fiat,Mobi,2023,Branco,3.6,3.5,4.24,Pouco Rodado,22659,14
4567,Jeep,Renegade,2020,Prata,2.5,2.4,4.99,Normal,71071,28
4568,Fiat,Strada,2016,Cinza,3.6,4.4,4.76,Alto,179633,37
4569,Renault,Duster,2017,Cinza,3.2,3.2,4.78,Normal,103586,23
4570,Ford,Ka,2019,Preto,2.8,3.8,4.88,Normal,82433,25
4571,Chevrolet,Onix,2021,Branco,4.3,4.2,4.49,Normal,53373,15
4572,Volkswagen,T-Cross,2020,Branco,4.0,3.1,4.81,Normal,66445,7
4573,Toyota,Corolla,2021,Preto,5.0,5.0,4.86,Pouco Rodado,34305,20
4574,Toyota,Corolla,2020,Cinza,5.0,5.0,4.72,Normal,66837,5
4575,Toyota,Hilux,2014,Branco,5.0,4.9,3.86,Alto,202766,34
4576,Fiat,Uno,2011,Branco,3.6,4.3,4.97,Normal,168566,10
4577,Hyundai,Creta,2021,Cinza,4.5,3.6,4.67,Alto,75224,35
4578,Honda,HR-V,2018,Preto,4.8,3.9,4.51,Normal,87247,16
4579,Volkswagen,Gol,2011,Marrom,4.0,4.4,4.99,Alto,263243,47
4580,Jeep,Compass,2025,Preto,2.5,2.3,4.84,Super Alto,12978,46
4581,Chevrolet,Onix,2024,Branco,4.3,4.2,4.87,Normal,22778,25
4582,Jeep,Compass,2017,Cinza,2.5,2.3,4.69,Normal,103776,17
4583,Volkswagen,Saveiro,2012,Branco,4.0,4.0,4.15,Alto,243576,34
4584,Renault,Sandero,2015,Cinza,3.2,2.6,3.65,Normal,120979,28
4585,Chevrolet,Onix,2017,Cinza,4.3,4.2,4.33,Normal,105497,19
4586,Toyota,Corolla,2018,Preto,5.0,5.0,4.75,Super Alto,176583,24
4587,Ford,Ka,2016,Preto,2.8,3.8,4.96,Normal,114861,16
4588,Fiat,Uno,2014,Azul,3.6,4.3,4.81,Normal,135200,24
4589,Volkswagen,T-Cross,2019,Branco,4.0,3.1,5.0,Super Alto,162880,38
4590,Toyota,Corolla Cross,2022,Branco,5.0,4.7,4.97,Normal,46795,5
4591,Hyundai,HB20,2015,Preto,4.5,4.5,4.94,Normal,131645,13
4592,Jeep,Renegade,2017,Prata,2.5,2.4,4.99,Alto,158780,40
4593,Chevrolet,Onix,2022,Preto,4.3,4.2,4.89,Normal,39264,5
4594,Renault,Duster,2013,Cinza,3.2,3.2,3.58,Alto,229868,38
4595,Ford,Ka,2011,Preto,2.8,3.8,3.79,Alto,264133,42
4596,Chevrolet,Onix,2023,Prata,4.3,4.2,4.87,Normal,25049,9
4597,Toyota,Corolla Cross,2024,Azul,5.0,4.7,4.86,Normal,16381,11
4598,Chevrolet,Tracker,2015,Branco,4.3,3.0,4.74,Pouco Rodado,83614,16
4599,Jeep,Renegade,2016,Branco,2.5,2.4,4.49,Alto,175215,39
4600,Toyota,Corolla,2021,Cinza,5.0,5.0,4.82,Normal,54373,25
4601,Fiat,Uno,2013,Branco,3.6,4.3,4.66,Super Alto,309921,38
4602,Ford,Ka,2021,Azul,2.8,3.8,4.91,Alto,89666,46
4603,Volkswagen,Fox,2011,Azul,4.0,4.1,3.42,Super Alto,363506,43
4604,Fiat,Mobi,2016,Preto,3.6,3.5,4.8,Normal,108894,10
4605,Honda,Civic,2022,Preto,4.8,4.8,5.0,Pouco Rodado,25637,5
4606,Chevrolet,Tracker,2017,Prata,4.3,3.0,4.51,Normal,107289,18
4607,Renault,Sandero,2017,Cinza,3.2,2.6,4.5,Pouco Rodado,64815,18
4608,Ford,Fiesta,2016,Prata,2.8,2.0,4.49,Alto,166562,48
4609,Renault,Duster,2019,Vermelho,3.2,3.2,4.92,Super Alto,162428,49
4610,Chevrolet,Tracker,2020,Prata,4.3,3.0,4.88,Alto,103518,41
4611,Chevrolet,Onix,2018,Branco,4.3,4.2,4.5,Alto,126984,36
4612,Ford,Fiesta,2019,Branco,2.8,2.0,4.9,Pouco Rodado,51581,13
4613,Volkswagen,Gol,2012,Azul,4.0,4.4,4.79,Normal,164236,25
4614,Renault,Kwid,2023,Preto,3.2,2.7,4.87,Normal,26477,17
4615,Fiat,Argo,2023,Preto,3.6,3.4,4.95,Super Alto,71816,45
4616,Fiat,Argo,2023,Preto,3.6,3.4,4.93,Pouco Rodado,21903,7
4617,Toyota,Hilux,2014,Branco,5.0,4.9,4.41,Normal,134352,5
4618,Volkswagen,Polo,2018,Cinza,4.0,2.8,4.7,Pouco Rodado,58689,5
4619,Chevrolet,Onix,2013,Branco,4.3,4.2,4.25,Alto,224690,24
4620,Volkswagen,T-Cross,2019,Preto,4.0,3.1,4.77,Alto,110135,36
4621,Fiat,Strada,2018,Branco,3.6,4.4,4.54,Normal,95159,21
4622,Jeep,Compass,2024,Cinza,2.5,2.3,4.59,Alto,23756,35
4623,Hyundai,HB20,2019,Preto,4.5,4.5,4.48,Alto,121636,27
4624,Jeep,Compass,2025,Branco,2.5,2.3,4.85,Normal,2152,21
4625,Volkswagen,Nivus,2022,Branco,4.0,3.0,4.91,Normal,38098,17
